dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
opbellen,to telephone someone,A2,verb,Communication,Ik bel de huisarts op.,I phone the GP.,,,,,,regular,true,hebben,opgebeld,,,,false
terugbellen,to call back,A2,verb,Communication,Kunt u mij straks terugbellen?,Could you call me back later?,,,,,,regular,true,hebben,teruggebeld,,,,false
doorverbinden,to put through (telephone),A2,verb,Communication,Ik verbind u door met mijn collega.,I will put you through to my colleague.,,,,,,irregular,true,hebben,doorverbonden,,,,false
reageren,to respond,A2,verb,Communication,Zij reageert snel op mijn bericht.,She responds quickly to my message.,,,,,,regular,false,hebben,gereageerd,,,,false
bespreken,to discuss,A2,verb,Communication,We bespreken het plan morgen.,We will discuss the plan tomorrow.,,,,,,irregular,false,hebben,besproken,,,,false
bedoelen,to mean / intend,A2,verb,Communication,Wat bedoel je precies?,What exactly do you mean?,,,,,,regular,false,hebben,bedoeld,,,,false
beloven,to promise,A2,verb,Communication,Ik beloof dat ik op tijd kom.,I promise to arrive on time.,,,,,,regular,false,hebben,beloofd,,,,false
uitnodigen,to invite,A2,verb,Communication,We nodigen onze buren uit.,We invite our neighbours.,,,,,,regular,true,hebben,uitgenodigd,,,,false
bewegen,to move,A2,verb,Movement and handling things,Je moet elke dag bewegen.,You need to move every day.,"Strong forms: bewoog, bewogen. Motion as an activity uses hebben.",,,,,irregular,false,hebben,bewogen,,,,false
rennen,to run,A2,verb,Movement and handling things,De kinderen rennen naar het plein.,The children run to the square.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,regular,false,hebben / zijn,gerend,,,,false
springen,to jump,A2,verb,Movement and handling things,De hond springt over de plas.,The dog jumps over the puddle.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,irregular,false,hebben / zijn,gesprongen,,,,false
klimmen,to climb,A2,verb,Movement and handling things,Het kind klimt in de boom.,The child climbs into the tree.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,irregular,false,hebben / zijn,geklommen,,,,false
vallen,to fall,A2,verb,Movement and handling things,Pas op dat je niet valt.,Be careful not to fall.,,,,,,irregular,false,zijn,gevallen,,,,false
doorlopen,to keep walking,A2,verb,Movement and handling things,Loop door tot het kruispunt.,Keep walking until the junction.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,irregular,true,hebben / zijn,doorgelopen,,,,false
bukken,to bend down,A2,verb,Movement and handling things,Ik buk om mijn sleutel te pakken.,I bend down to pick up my key.,,,,,,regular,false,hebben,gebukt,,,,false
buigen,to bend,A2,verb,Movement and handling things,Buig je knieën een beetje.,Bend your knees a little.,,,,,,irregular,false,hebben,gebogen,,,,false
draaien,to turn,A2,verb,Movement and handling things,Draai de sleutel naar rechts.,Turn the key to the right.,,,,,,regular,false,hebben,gedraaid,,,,false
duwen,to push,A2,verb,Movement and handling things,Duw de deur voorzichtig open.,Push the door open carefully.,,,,,,regular,false,hebben,geduwd,,,,false
trekken,to pull,A2,verb,Movement and handling things,Trek aan het touw.,Pull the rope.,,,,,,irregular,false,hebben,getrokken,,,,false
tillen,to lift,A2,verb,Movement and handling things,Kun je deze doos tillen?,Can you lift this box?,,,,,,regular,false,hebben,getild,,,,false
gooien,to throw,A2,verb,Movement and handling things,Gooi de bal naar je vriend.,Throw the ball to your friend.,,,,,,regular,false,hebben,gegooid,,,,false
vangen,to catch,A2,verb,Movement and handling things,Zij vangt de bal.,She catches the ball.,,,,,,irregular,false,hebben,gevangen,,,,false
rollen,to roll,A2,verb,Movement and handling things,De bal rolt onder de bank.,The ball rolls under the sofa.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,regular,false,hebben / zijn,gerold,,,,false
schuiven,to slide / shift,A2,verb,Movement and handling things,Schuif de stoel dichterbij.,Move the chair closer.,,,,,,irregular,false,hebben,geschoven,,,,false
hangen,to hang,A2,verb,Movement and handling things,De jas hangt aan de kapstok.,The coat hangs on the coat rack.,,,,,,irregular,false,hebben,gehangen,,,,false
steken,to put / insert,A2,verb,Movement and handling things,Steek de sleutel in het slot.,Put the key in the lock.,,,,,,irregular,false,hebben,gestoken,,,,false
aanraken,to touch,A2,verb,Movement and handling things,Raak de hete pan niet aan.,Do not touch the hot pan.,,,,,,regular,true,hebben,aangeraakt,,,,false
loslaten,to let go,A2,verb,Movement and handling things,Laat mijn hand niet los.,Do not let go of my hand.,,,,,,irregular,true,hebben,losgelaten,,,,false
aantrekken,to put on (clothes),A2,verb,Personal care,Trek je jas aan.,Put your coat on.,,,,,,irregular,true,hebben,aangetrokken,,,,false
uittrekken,to take off (clothes),A2,verb,Personal care,Trek je natte schoenen uit.,Take off your wet shoes.,,,,,,irregular,true,hebben,uitgetrokken,,,,false
uitkleden,to undress,A2,verb,Personal care,Het kind kleedt zich uit.,The child gets undressed.,,,,,,regular,true,hebben,uitgekleed,,,,false
omkleden,to change clothes,A2,verb,Personal care,Ik kleed me om voor het sporten.,I change clothes before exercising.,,,,,,regular,true,hebben,omgekleed,,,,false
poetsen,to brush / polish,A2,verb,Personal care,Ik poets mijn tanden.,I brush my teeth.,,,,,,regular,false,hebben,gepoetst,,,,false
kammen,to comb,A2,verb,Personal care,Kam je haar voor je weggaat.,Comb your hair before you leave.,,,,,,regular,false,hebben,gekamd,,,,false
scheren,to shave,A2,verb,Personal care,Hij scheert zich elke ochtend.,He shaves every morning.,,,,,,irregular,false,hebben,geschoren,,,,false
knippen,to cut (with scissors),A2,verb,Personal care,De kapper knipt mijn haar.,The hairdresser cuts my hair.,,,,,,regular,false,hebben,geknipt,,,,false
smeren,to spread / apply,A2,verb,Personal care,Ik smeer boter op mijn brood.,I spread butter on my bread.,,,,,,regular,false,hebben,gesmeerd,,,,false
ademen,to breathe,A2,verb,Personal care,Adem rustig door.,Keep breathing calmly.,,,,,,regular,false,hebben,geademd,,,,false
hoesten,to cough,A2,verb,Personal care,Ik moet veel hoesten.,I have to cough a lot.,,,,,,regular,false,hebben,gehoest,,,,false
niezen,to sneeze,A2,verb,Personal care,Door het stof moet ik niezen.,The dust makes me sneeze.,,,,,,regular,false,hebben,geniesd,,,,false
zweten,to sweat,A2,verb,Personal care,Na het rennen zweet ik.,After running I sweat.,,,,,,regular,false,hebben,gezweet,,,,false
bloeden,to bleed,A2,verb,Personal care,Mijn vinger bloedt een beetje.,My finger is bleeding a little.,,,,,,regular,false,hebben,gebloed,,,,false
bezeren,to hurt / injure,A2,verb,Personal care,Ik heb mijn knie bezeerd.,I have hurt my knee.,,,,,,regular,false,hebben,bezeerd,,,,false
rusten,to rest,A2,verb,Personal care,Ik rust even na de wandeling.,I rest for a while after the walk.,,,,,,regular,false,hebben,gerust,,,,false
ontspannen,to relax,A2,verb,Personal care,Ik ontspan me met een boek.,I relax with a book.,"Often reflexive: zich ontspannen. Mixed pattern: ontspande, ontspannen.",,,,,irregular,false,hebben,ontspannen,,,,false
verzorgen,to care for,A2,verb,Personal care,Zij verzorgt haar zieke moeder.,She cares for her ill mother.,,,,,,regular,false,hebben,verzorgd,,,,false
genezen,to heal / recover,A2,verb,Personal care,De wond geneest goed.,The wound is healing well.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,irregular,false,hebben / zijn,genezen,,,,false
roken,to smoke,A2,verb,Personal care,Je mag hier niet roken.,You may not smoke here.,,,,,,regular,false,hebben,gerookt,,,,false
hopen,to hope,A2,verb,Thoughts and feelings,Ik hoop dat je snel beter bent.,I hope you get better soon.,,,,,,regular,false,hebben,gehoopt,,,,false
geloven,to believe,A2,verb,Thoughts and feelings,Ik geloof je verhaal.,I believe your story.,,,,,,regular,false,hebben,geloofd,,,,false
vertrouwen,to trust,A2,verb,Thoughts and feelings,Ik vertrouw mijn beste vriend.,I trust my best friend.,,,,,,regular,false,hebben,vertrouwd,,,,false
twijfelen,to doubt / be unsure,A2,verb,Thoughts and feelings,Ik twijfel tussen twee jassen.,I cannot decide between two coats.,,,,,,regular,false,hebben,getwijfeld,,,,false
verwachten,to expect,A2,verb,Thoughts and feelings,We verwachten morgen bezoek.,We are expecting visitors tomorrow.,,,,,,regular,false,hebben,verwacht,,,,false
wensen,to wish,A2,verb,Thoughts and feelings,Ik wens je een fijne vakantie.,I wish you a nice holiday.,,,,,,regular,false,hebben,gewenst,,,,false
dromen,to dream,A2,verb,Thoughts and feelings,Ik droom van een huis aan zee.,I dream of a house by the sea.,,,,,,regular,false,hebben,gedroomd,,,,false
genieten,to enjoy,A2,verb,Thoughts and feelings,We genieten van de zon.,We enjoy the sunshine.,,,,,,irregular,false,hebben,genoten,,,,false
schrikken,to get a fright,A2,verb,Thoughts and feelings,Ik schrik van het harde geluid.,The loud noise startles me.,,,,,,irregular,false,zijn,geschrokken,,,,false
verbazen,to surprise,A2,verb,Thoughts and feelings,Het verbaast me dat je al klaar bent.,I am surprised that you are finished already.,,,,,,regular,false,hebben,verbaasd,,,,false
vervelen,to bore / be bored,A2,verb,Thoughts and feelings,Ik verveel me zonder mijn vrienden.,I am bored without my friends.,,,,,,regular,false,hebben,verveeld,,,,false
interesseren,to interest,A2,verb,Thoughts and feelings,Deze cursus interesseert me.,This course interests me.,,,,,,regular,false,hebben,geïnteresseerd,,,,false
herkennen,to recognise,A2,verb,Thoughts and feelings,Ik herken je op de foto.,I recognise you in the photo.,,,,,,regular,false,hebben,herkend,,,,false
merken,to notice,A2,verb,Thoughts and feelings,Ik merk dat je moe bent.,I notice that you are tired.,,,,,,regular,false,hebben,gemerkt,,,,false
ontdekken,to discover,A2,verb,Thoughts and feelings,We ontdekken een leuk café.,We discover a nice café.,,,,,,regular,false,hebben,ontdekt,,,,false
beslissen,to decide,A2,verb,Thoughts and feelings,We beslissen morgen.,We will decide tomorrow.,,,,,,regular,false,hebben,beslist,,,,false
besluiten,to decide / resolve,A2,verb,Thoughts and feelings,We besluiten thuis te blijven.,We decide to stay at home.,,,,,,irregular,false,hebben,besloten,,,,false
vergelijken,to compare,A2,verb,Thoughts and feelings,Vergelijk de prijzen in twee winkels.,Compare the prices in two shops.,,,,,,irregular,false,hebben,vergeleken,,,,false
opletten,to pay attention,A2,verb,Thoughts and feelings,Let goed op bij het oversteken.,Pay attention when crossing the road.,,,,,,regular,true,hebben,opgelet,,,,false
zorgen,to take care / worry,A2,verb,Thoughts and feelings,Ik zorg voor de kat van mijn buurman.,I take care of my neighbour's cat.,,,,,,regular,false,hebben,gezorgd,,,,false
studeren,to study,A2,verb,Work and study,Zij studeert aan de universiteit.,She studies at university.,,,,,,regular,false,hebben,gestudeerd,,,,false
solliciteren,to apply for a job,A2,verb,Work and study,Ik solliciteer bij een hotel.,I am applying for a job at a hotel.,,,,,,regular,false,hebben,gesolliciteerd,,,,false
verdienen,to earn,A2,verb,Work and study,Hoeveel verdien je per uur?,How much do you earn per hour?,,,,,,regular,false,hebben,verdiend,,,,false
samenwerken,to work together,A2,verb,Work and study,We werken samen aan de opdracht.,We work together on the assignment.,,,,,,regular,true,hebben,samengewerkt,,,,false
overleggen,to consult / discuss together,A2,verb,Work and study,Ik overleg eerst met mijn collega.,I will discuss it with my colleague first.,"Discuss/consult: inseparable, overlegde, overlegd. Do not confuse with the separable document-submission meaning.",,,,,regular,false,hebben,overlegd,,,,false
vergaderen,to have a meeting,A2,verb,Work and study,We vergaderen elke maandag.,We have a meeting every Monday.,,,,,,regular,false,hebben,vergaderd,,,,false
voorbereiden,to prepare,A2,verb,Work and study,Ik bereid de les voor.,I prepare the lesson.,,,,,,regular,true,hebben,voorbereid,,,,false
afmaken,to finish,A2,verb,Work and study,Maak eerst je huiswerk af.,Finish your homework first.,,,,,,regular,true,hebben,afgemaakt,,,,false
verbeteren,to improve / correct,A2,verb,Work and study,Ik verbeter de fouten in mijn tekst.,I correct the mistakes in my text.,Correcting or improving something uses hebben; becoming better can use zijn.,,,,,regular,false,hebben / zijn,verbeterd,,,,false
inpakken,to pack,A2,verb,Work and study,Ik pak mijn koffer in.,I am packing my suitcase.,,,,,,regular,true,hebben,ingepakt,,,,false
vertalen,to translate,A2,verb,Work and study,Kun je deze zin vertalen?,Can you translate this sentence?,,,,,,regular,false,hebben,vertaald,,,,false
uitspreken,to pronounce,A2,verb,Work and study,Hoe spreek je dit woord uit?,How do you pronounce this word?,,,,,,irregular,true,hebben,uitgesproken,,,,false
spellen,to spell,A2,verb,Work and study,Kunt u uw achternaam spellen?,Could you spell your surname?,,,,,,regular,false,hebben,gespeld,,,,false
rekenen,to calculate,A2,verb,Work and study,We rekenen de kosten uit.,We calculate the costs.,,,,,,regular,false,hebben,gerekend,,,,false
tellen,to count,A2,verb,Work and study,Tel de stoelen in het lokaal.,Count the chairs in the classroom.,,,,,,regular,false,hebben,geteld,,,,false
slagen,to pass / succeed,A2,verb,Work and study,Ik ben geslaagd voor mijn examen.,I have passed my exam.,,,,,,regular,false,zijn,geslaagd,,,,false
zakken,to fail (an exam),A2,verb,Work and study,Hij is voor zijn rijexamen gezakt.,He failed his driving test.,,,,,,regular,false,zijn,gezakt,,,,false
lenen,to borrow / lend,A2,verb,Work and study,Mag ik jouw woordenboek lenen?,May I borrow your dictionary?,,,,,,regular,false,hebben,geleend,,,,false
inleveren,to hand in,A2,verb,Work and study,Lever je formulier bij de balie in.,Hand in your form at the desk.,,,,,,regular,true,hebben,ingeleverd,,,,false
organiseren,to organise,A2,verb,Work and study,Wij organiseren een feest voor de buurt.,We are organising a neighbourhood party.,,,,,,regular,false,hebben,georganiseerd,,,,false
gebeuren,to happen,A2,verb,Changes and events,Wat is er gebeurd?,What happened?,,,,,,regular,false,zijn,gebeurd,,,,false
veranderen,to change,A2,verb,Changes and events,Het weer verandert snel.,The weather changes quickly.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,regular,false,hebben / zijn,veranderd,,,,false
groeien,to grow,A2,verb,Changes and events,De plant groeit snel.,The plant grows quickly.,,,,,,regular,false,zijn,gegroeid,,,,false
stijgen,to rise,A2,verb,Changes and events,De temperatuur stijgt vandaag.,The temperature is rising today.,,,,,,irregular,false,zijn,gestegen,,,,false
dalen,to fall / decrease,A2,verb,Changes and events,De prijzen dalen deze week.,Prices are falling this week.,,,,,,regular,false,zijn,gedaald,,,,false
breken,to break,A2,verb,Changes and events,Het glas breekt.,The glass breaks.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,irregular,false,hebben / zijn,gebroken,,,,false
branden,to burn,A2,verb,Changes and events,Er brandt een kaars op tafel.,A candle is burning on the table.,,,,,,regular,false,hebben,gebrand,,,,false
lukken,to succeed / work out,A2,verb,Changes and events,Lukt het om de deur te openen?,Can you manage to open the door?,,,,,,regular,false,zijn,gelukt,,,,false
mislukken,to fail / go wrong,A2,verb,Changes and events,De taart is mislukt.,The cake did not turn out well.,,,,,,regular,false,zijn,mislukt,,,,false
ontbreken,to be missing,A2,verb,Changes and events,Er ontbreekt een pagina.,A page is missing.,,,,,,irregular,false,hebben,ontbroken,,,,false
verschijnen,to appear,A2,verb,Changes and events,Het nummer verschijnt op het scherm.,The number appears on the screen.,,,,,,irregular,false,zijn,verschenen,,,,false
verdwijnen,to disappear,A2,verb,Changes and events,De zon verdwijnt achter een wolk.,The sun disappears behind a cloud.,,,,,,irregular,false,zijn,verdwenen,,,,false
duren,to last,A2,verb,Changes and events,Hoe lang duurt de film?,How long does the film last?,,,,,,regular,false,hebben,geduurd,,,,false
eindigen,to end,A2,verb,Changes and events,De cursus eindigt in juni.,The course ends in June.,,,,,,regular,false,zijn,geëindigd,,,,false
regenen,to rain,A2,verb,Changes and events,Het regent de hele dag.,It rains all day.,,,,,,regular,false,hebben,geregend,,,,false
sneeuwen,to snow,A2,verb,Changes and events,Morgen gaat het sneeuwen.,It is going to snow tomorrow.,,,,,,regular,false,hebben,gesneeuwd,,,,false
vriezen,to freeze (weather),A2,verb,Changes and events,Het heeft vannacht gevroren.,It froze last night.,,,,,,irregular,false,hebben,gevroren,,,,false
waaien,to blow (wind),A2,verb,Changes and events,Het waait hard aan zee.,It is very windy by the sea.,,,,,,irregular,false,hebben,gewaaid,,,,false
schijnen,to shine,A2,verb,Changes and events,De zon schijnt door het raam.,The sun shines through the window.,,,,,,irregular,false,hebben,geschenen,,,,false
smelten,to melt,A2,verb,Changes and events,Het ijs smelt in de zon.,The ice melts in the sun.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,irregular,false,hebben / zijn,gesmolten,,,,false
trouwen,to marry,A2,verb,Social life and useful actions,Mijn zus trouwt in mei.,My sister is getting married in May.,,,,,,regular,false,zijn,getrouwd,,,,false
scheiden,to separate / divorce,A2,verb,Social life and useful actions,Mijn ouders zijn gescheiden.,My parents are divorced.,"Mixed pattern: scheidde, gescheiden. Divorce uses zijn; separating objects uses hebben.",,,,,irregular,false,hebben / zijn,gescheiden,,,,false
feliciteren,to congratulate,A2,verb,Social life and useful actions,Ik feliciteer je met je diploma.,Congratulations on your diploma.,,,,,,regular,false,hebben,gefeliciteerd,,,,false
bedanken,to thank,A2,verb,Social life and useful actions,Ik bedank mijn buurman voor zijn hulp.,I thank my neighbour for his help.,,,,,,regular,false,hebben,bedankt,,,,false
groeten,to greet,A2,verb,Social life and useful actions,We groeten elkaar op straat.,We greet each other in the street.,,,,,,regular,false,hebben,gegroet,,,,false
ontvangen,to receive / welcome,A2,verb,Social life and useful actions,We ontvangen morgen gasten.,We are welcoming guests tomorrow.,,,,,,irregular,false,hebben,ontvangen,,,,false
aanbieden,to offer,A2,verb,Social life and useful actions,Ik bied mijn hulp aan.,I offer my help.,,,,,,irregular,true,hebben,aangeboden,,,,false
aannemen,to accept,A2,verb,Social life and useful actions,Zij neemt het cadeau aan.,She accepts the present.,,,,,,irregular,true,hebben,aangenomen,,,,false
weigeren,to refuse,A2,verb,Social life and useful actions,Hij weigert te betalen.,He refuses to pay.,,,,,,regular,false,hebben,geweigerd,,,,false
klagen,to complain,A2,verb,Social life and useful actions,De buren klagen over het lawaai.,The neighbours complain about the noise.,,,,,,regular,false,hebben,geklaagd,,,,false
ruziën,to quarrel,A2,verb,Social life and useful actions,De kinderen ruziën over het speelgoed.,The children quarrel over the toys.,,,,,,regular,false,hebben,geruzied,,,,false
knuffelen,to cuddle / hug,A2,verb,Social life and useful actions,Ik knuffel mijn dochter.,I hug my daughter.,,,,,,regular,false,hebben,geknuffeld,,,,false
zoenen,to kiss,A2,verb,Social life and useful actions,Zij zoent haar partner.,She kisses her partner.,,,,,,regular,false,hebben,gezoend,,,,false
uitgaan,to go out (socially),A2,verb,Social life and useful actions,Vrijdag gaan we samen uit.,On Friday we are going out together.,,,,,,irregular,true,zijn,uitgegaan,,,,false
meedoen,to join in,A2,verb,Social life and useful actions,Wil je met het spel meedoen?,Would you like to join in the game?,,,,,,irregular,true,hebben,meegedaan,,,,false
winnen,to win,A2,verb,Social life and useful actions,Ons team wint de wedstrijd.,Our team wins the match.,,,,,,irregular,false,hebben,gewonnen,,,,false
verliezen,to lose,A2,verb,Social life and useful actions,Ik verlies steeds mijn sleutels.,I keep losing my keys.,,,,,,irregular,false,hebben,verloren,,,,false
aanzetten,to switch on,A2,verb,Social life and useful actions,Zet de verwarming aan.,Switch on the heating.,,,,,,regular,true,hebben,aangezet,,,,false
uitzetten,to switch off,A2,verb,Social life and useful actions,Zet de televisie uit.,Switch off the television.,,,,,,regular,true,hebben,uitgezet,,,,false
aansluiten,to connect (equipment),A2,verb,Social life and useful actions,Sluit de kabel op de computer aan.,Connect the cable to the computer.,,,,,,irregular,true,hebben,aangesloten,,,,false
gelukkig,happy / fortunate,A2,adjective,Feelings and personality,Ik ben gelukkig met mijn nieuwe baan.,I am happy with my new job.,,,,,,,,,,gelukkige,gelukkiger,gelukkigst,false
ongelukkig,unhappy,A2,adjective,Feelings and personality,Zij voelt zich ongelukkig in die stad.,She feels unhappy in that city.,,,,,,,,,,ongelukkige,ongelukkiger,ongelukkigst,false
verdrietig,sad,A2,adjective,Feelings and personality,Hij is verdrietig omdat zijn kat weg is.,He is sad because his cat is missing.,,,,,,,,,,verdrietige,verdrietiger,verdrietigst,false
vrolijk,cheerful,A2,adjective,Feelings and personality,Zij is altijd vrolijk in de ochtend.,She is always cheerful in the morning.,,,,,,,,,,vrolijke,vrolijker,vrolijkst,false
tevreden,satisfied,A2,adjective,Feelings and personality,Ben je tevreden met je kamer?,Are you satisfied with your room?,,,,,,,,,,tevreden,tevredener,tevredenst,false
ontevreden,dissatisfied,A2,adjective,Feelings and personality,Ik ben ontevreden over de service.,I am dissatisfied with the service.,,,,,,,,,,ontevreden,ontevredener,ontevredenst,false
trots,proud,A2,adjective,Feelings and personality,Ik ben trots op mijn dochter.,I am proud of my daughter.,,,,,,,,,,trotse,trotser,trotst,false
verlegen,shy,A2,adjective,Feelings and personality,Het verlegen kind zegt weinig.,The shy child says little.,,,,,,,,,,verlegen,verlegener,verlegenst,false
zenuwachtig,nervous,A2,adjective,Feelings and personality,Voor het examen ben ik zenuwachtig.,I am nervous before the exam.,,,,,,,,,,zenuwachtige,zenuwachtiger,zenuwachtigst,false
enthousiast,enthusiastic,A2,adjective,Feelings and personality,De leerlingen zijn enthousiast over de reis.,The pupils are enthusiastic about the trip.,,,,,,,,,,enthousiaste,enthousiaster,enthousiastst,false
nieuwsgierig,curious,A2,adjective,Feelings and personality,Ik ben nieuwsgierig naar je nieuwe huis.,I am curious about your new home.,,,,,,,,,,nieuwsgierige,nieuwsgieriger,nieuwsgierigst,false
eenzaam,lonely,A2,adjective,Feelings and personality,Hij voelt zich soms eenzaam.,He sometimes feels lonely.,,,,,,,,,,eenzame,eenzamer,eenzaamst,false
jaloers,jealous,A2,adjective,Feelings and personality,Ik ben een beetje jaloers op je vakantie.,I am a little jealous of your holiday.,,,,,,,,,,jaloerse,jaloerser,jaloerst,false
eerlijk,honest / fair,A2,adjective,Feelings and personality,Geef me een eerlijk antwoord.,Give me an honest answer.,,,,,,,,,,eerlijke,eerlijker,eerlijkst,false
oneerlijk,unfair / dishonest,A2,adjective,Feelings and personality,Dat vind ik oneerlijk.,I think that is unfair.,,,,,,,,,,oneerlijke,oneerlijker,oneerlijkst,false
beleefd,polite,A2,adjective,Feelings and personality,De medewerker is heel beleefd.,The staff member is very polite.,,,,,,,,,,beleefde,beleefder,beleefdst,false
onbeleefd,impolite,A2,adjective,Feelings and personality,Het is onbeleefd om niet te groeten.,It is impolite not to say hello.,,,,,,,,,,onbeleefde,onbeleefder,onbeleefdst,false
geduldig,patient,A2,adjective,Feelings and personality,Onze docent is erg geduldig.,Our teacher is very patient.,,,,,,,,,,geduldige,geduldiger,geduldigst,false
ongeduldig,impatient,A2,adjective,Feelings and personality,De kinderen worden ongeduldig.,The children are getting impatient.,,,,,,,,,,ongeduldige,ongeduldiger,ongeduldigst,false
behulpzaam,helpful,A2,adjective,Feelings and personality,Mijn collega is erg behulpzaam.,My colleague is very helpful.,,,,,,,,,,behulpzame,behulpzamer,behulpzaamst,false
slim,clever,A2,adjective,People and everyday life,Dat is een slim idee.,That is a clever idea.,,,,,,,,,,slimme,slimmer,slimst,false
dom,stupid,A2,adjective,People and everyday life,Dat was een domme fout van mij.,That was a stupid mistake on my part.,,,,,,,,,,domme,dommer,domst,false
grappig,funny,A2,adjective,People and everyday life,Je verhaal is grappig.,Your story is funny.,,,,,,,,,,grappige,grappiger,grappigst,false
serieus,serious,A2,adjective,People and everyday life,Dit is een serieus probleem.,This is a serious problem.,,,,,,,,,,serieuze,serieuzer,serieust,false
gezellig,cosy / sociable,A2,adjective,People and everyday life,Het is gezellig bij jullie thuis.,Your home has a lovely atmosphere.,,,,,,,,,,gezellige,gezelliger,gezelligst,false
saai,boring,A2,adjective,People and everyday life,Die film vind ik saai.,I find that film boring.,,,,,,,,,,saaie,saaier,saaist,false
interessant,interesting,A2,adjective,People and everyday life,Dat is een interessant boek.,That is an interesting book.,,,,,,,,,,interessante,interessanter,interessantst,false
spannend,exciting / suspenseful,A2,adjective,People and everyday life,De wedstrijd was spannend.,The match was exciting.,,,,,,,,,,spannende,spannender,spannendst,false
vreemd,strange,A2,adjective,People and everyday life,Ik hoor een vreemd geluid.,I hear a strange noise.,,,,,,,,,,vreemde,vreemder,vreemdst,false
gewoon,ordinary / normal,A2,adjective,People and everyday life,Het was een gewone werkdag.,It was an ordinary working day.,,,,,,,,,,gewone,gewoner,gewoonst,false
bijzonder,special,A2,adjective,People and everyday life,Dit is een bijzondere dag.,This is a special day.,,,,,,,,,,bijzondere,bijzonderder,bijzonderst,false
bekend,well-known / familiar,A2,adjective,People and everyday life,Dat is een bekende zanger.,That is a well-known singer.,,,,,,,,,,bekende,bekender,bekendst,false
onbekend,unknown,A2,adjective,People and everyday life,Ik krijg een bericht van een onbekend nummer.,I receive a message from an unknown number.,,,,,,,,,,onbekende,onbekender,onbekendst,false
populair,popular,A2,adjective,People and everyday life,Deze sport is erg populair.,This sport is very popular.,,,,,,,,,,populaire,populairder,populairst,false
modern,modern,A2,adjective,People and everyday life,Het hotel heeft moderne kamers.,The hotel has modern rooms.,,,,,,,,,,moderne,moderner,modernst,false
ouderwets,old-fashioned,A2,adjective,People and everyday life,Die telefoon is ouderwets.,That telephone is old-fashioned.,,,,,,,,,,ouderwetse,ouderwetser,ouderwetst,false
persoonlijk,personal,A2,adjective,People and everyday life,Dat is een persoonlijke vraag.,That is a personal question.,,,,,,,,,,persoonlijke,persoonlijker,persoonlijkst,false
sociaal,sociable / social,A2,adjective,People and everyday life,Mijn broer is erg sociaal.,My brother is very sociable.,,,,,,,,,,sociale,socialer,sociaalst,false
actief,active,A2,adjective,People and everyday life,Mijn opa is nog heel actief.,My grandpa is still very active.,,,,,,,,,,actieve,actiever,actiefst,false
lui,lazy,A2,adjective,People and everyday life,Vandaag voel ik me lui.,Today I feel lazy.,,,,,,,,,,luie,luier,luist,false
fit,fit / in good shape,A2,adjective,Health and comfort,Na de vakantie voel ik me fit.,After the holiday I feel fit.,,,,,,,,,,fitte,fitter,fitst,false
onwel,unwell,A2,adjective,Health and comfort,Zij werd onwel in de bus.,She felt unwell on the bus.,,,,,,,,,,,,,false
misselijk,nauseous,A2,adjective,Health and comfort,Ik voel me misselijk in de auto.,I feel sick in the car.,,,,,,,,,,misselijke,misselijker,misselijkst,false
duizelig,dizzy,A2,adjective,Health and comfort,"Als ik snel opsta, ben ik duizelig.","If I get up quickly, I feel dizzy.",,,,,,,,,,duizelige,duizeliger,duizeligst,false
pijnlijk,painful,A2,adjective,Health and comfort,Mijn schouder is nog pijnlijk.,My shoulder is still painful.,,,,,,,,,,pijnlijke,pijnlijker,pijnlijkst,false
allergisch,allergic,A2,adjective,Health and comfort,Ik ben allergisch voor katten.,I am allergic to cats.,,,,,,,,,,allergische,,,false
zwanger,pregnant,A2,adjective,Health and comfort,Mijn zus is zwanger.,My sister is pregnant.,,,,,,,,,,zwangere,,,false
dood,dead,A2,adjective,Health and comfort,De plant is helaas dood.,Unfortunately the plant is dead.,,,,,,,,,,dode,,,false
levend,alive / living,A2,adjective,Health and comfort,In de vijver zitten levende vissen.,There are live fish in the pond.,,,,,,,,,,levende,,,false
veilig,safe,A2,adjective,Health and comfort,Deze route is veilig voor fietsers.,This route is safe for cyclists.,,,,,,,,,,veilige,veiliger,veiligst,false
gevaarlijk,dangerous,A2,adjective,Health and comfort,Zwemmen is hier gevaarlijk.,Swimming is dangerous here.,,,,,,,,,,gevaarlijke,gevaarlijker,gevaarlijkst,false
