dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
vlot,"smooth, easy",B1,adjective,Precise descriptions,Tom is een vlotte verkoper.,Tom is a smooth salesman.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vlot#Dutch. Example: Citrine (Dutch, https://tatoeba.org/en/sentences/show/3037144) and sharptoothed (English, https://tatoeba.org/en/sentences/show/3022273); CC BY 2.0 FR.",B1;production,,,,,,,,vlotte,vlotter,vlotst,false
vlug,"quick, fast",B1,adjective,Precise descriptions,De vlugge bruine vos sprong niet over de luie hond.,The quick brown fox didn't jump over the lazy dog.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vlug#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/3173600) and GPHemsley (English, https://tatoeba.org/en/sentences/show/1055659); CC BY 2.0 FR.",B1;production,,,,,,,,vlugge,vlugger,vlugst,false
vochtig,humid,B1,adjective,Precise descriptions,In december is het zeer heet en vochtig in Bali.,It is extremely hot and humid in Bali in December.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vochtig#Dutch. Example: Globetrotter (Dutch, https://tatoeba.org/en/sentences/show/1544749) and CK (English, https://tatoeba.org/en/sentences/show/35033); CC BY 2.0 FR.",B1;production,,,,,,,,vochtige,vochtiger,vochtigst,false
waardeloos,worthless,B1,adjective,Precise descriptions,"Plotseling voelde ze zich zeer klein, waardeloos en ellendig.","Suddenly she felt tiny, worthless and miserable.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/waardeloos#Dutch. Example: Akradna (Dutch, https://tatoeba.org/en/sentences/show/1621378) and marcelostockle (English, https://tatoeba.org/en/sentences/show/1754907); CC BY 2.0 FR.",B1;production,,,,,,,,waardeloze,waardelozer,meest waardeloos,false
wederzijds,"mutual, reciprocal",B1,adjective,Precise descriptions,"Vind wederzijdse belangen, en jullie zullen goed met elkaar kunnen opschieten.","Find mutual interests, and you will get along with each other.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/wederzijds#Dutch. Example: anders (Dutch, https://tatoeba.org/en/sentences/show/2805046) and CM (English, https://tatoeba.org/en/sentences/show/64526); CC BY 2.0 FR.",B1;production,,,,,,,,wederzijdse,,,false
werkzaam,hardworking,B1,adjective,Precise descriptions,De mensen zijn daar zeer werkzaam en vooral zeer coöperatief.,"The people there are very hardworking and above all, cooperative.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/werkzaam#Dutch. Example: Akradna (Dutch, https://tatoeba.org/en/sentences/show/1621165) and smdean (English, https://tatoeba.org/en/sentences/show/3893266); CC BY 2.0 FR.",B1;production,,,,,,,,werkzame,werkzamer,werkzaamst,false
wijs,wise,B1,adjective,Precise descriptions,Lang geleden leefde er een wijze koning in dat land.,In that country there once lived a wise king.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/wijs#Dutch. Example: obsessed_polyglot (Dutch, https://tatoeba.org/en/sentences/show/9002291) and al_ex_an_der (English, https://tatoeba.org/en/sentences/show/272113); CC BY 2.0 FR.",B1;production,,,,,,,,wijze,wijzer,meest wijs,false
woedend,"furious, very angry",B1,adjective,Precise descriptions,Hij werd erg woedend.,He got very angry.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/woedend#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/11195668) and sundown (English, https://tatoeba.org/en/sentences/show/11149701); CC BY 2.0 FR.",B1;production,,,,,,,,woedende,woedender,woedendst,false
aangezien,"since, because, seeing as",B1,conjunction,Relationships and connections,"Aangezien mijn moeder ziek was, kon ik er niet heen.","Since my mother was sick, I couldn't go there.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/aangezien#Dutch. Example: DjWLaan (Dutch, https://tatoeba.org/en/sentences/show/1400351) and CK (English, https://tatoeba.org/en/sentences/show/1174794); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
dankzij,thanks to,B1,preposition,Relationships and connections,Ze zijn dankzij het watervliegtuig van het eiland ontsnapt.,They escaped the island thanks to the seaplane.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/dankzij#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/9691823) and DJ_Saidez (English, https://tatoeba.org/en/sentences/show/9716512); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
doordat,because,B1,conjunction,Relationships and connections,"Doordat de inkt op was, kon de printer niks afdrukken.","Because the ink ran out, the printer couldn't print anything.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/doordat#Dutch. Example: meshbags (Dutch, https://tatoeba.org/en/sentences/show/8227975) and megamanenm (English, https://tatoeba.org/en/sentences/show/9181888); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
evenals,"just like, just as",B1,conjunction,Relationships and connections,"Saturnus, evenals Jupiter, is een gasreus en heeft geen vast oppervlak.","Saturn, like Jupiter, is a gas giant and does not have a solid surface.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/evenals#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/6286144) and Hybrid (English, https://tatoeba.org/en/sentences/show/6285399); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
inclusief,"including, included",B1,preposition,Relationships and connections,"Ik heb besloten om al mijn zinnen vrij te geven, inclusief deze.","I have decided to release all my English sentences, including this one.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/inclusief#Dutch. Example: SunnyMoon (Dutch, https://tatoeba.org/en/sentences/show/11223450) and Dejo (English, https://tatoeba.org/en/sentences/show/3047853); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
namens,on behalf of,B1,preposition,Relationships and connections,Ik bel u namens de heer Simon.,I'm calling you on behalf of Mr. Simon.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/namens#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7786713) and Eldad (English, https://tatoeba.org/en/sentences/show/1239097); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
ongeacht,regardless of,B1,preposition,Relationships and connections,"Tom is van plan te gaan, ongeacht het weer.",Tom intends to go regardless of the weather.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/ongeacht#Dutch. Example: purple_ice (Dutch, https://tatoeba.org/en/sentences/show/12542329) and CK (English, https://tatoeba.org/en/sentences/show/1093518); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
tenzij,unless,B1,conjunction,Relationships and connections,Je verwonding zal erger worden tenzij je een dokter bezoekt.,Your injury will get worse unless you see a doctor.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/tenzij#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8221865) and ilkeraltinok365 (English, https://tatoeba.org/en/sentences/show/6465375); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
vanuit,"from, out of",B1,preposition,Relationships and connections,De radiozender zendt vanuit Hilversum.,The radio transmitter transmits out of Hilversum.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vanuit#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B1;production,,,,,,,,,,,false
vanwege,"because of, due to",B1,preposition,Relationships and connections,Ze heeft maar weinig vrije tijd vanwege haar drukke schema.,She has very little free time due to her busy schedule.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vanwege#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/11570912) and megamanenm (English, https://tatoeba.org/en/sentences/show/11570908); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
via,"via, through, by way of",B1,preposition,Relationships and connections,"Dit dorp is niet te bereiken, behalve via de rivier.",This village can not be reached except via the river.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/via#Dutch. Example: anders (Dutch, https://tatoeba.org/en/sentences/show/2812998) and MarijnKp (English, https://tatoeba.org/en/sentences/show/7431266); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
wegens,"because of, for",B1,preposition,Relationships and connections,Het vliegtuig werd wegens mist omgeleid naar München.,"The airplane was redirected to Munich, because of the fog.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/wegens#Dutch. Example: Globetrotter (Dutch, https://tatoeba.org/en/sentences/show/1544792) and masya (English, https://tatoeba.org/en/sentences/show/628835); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
zoals,"as, just like, just as, the way that",B1,conjunction,Relationships and connections,De koffie is precies zoals ik hem graag drink.,The coffee is just the way I like it.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/zoals#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/12418391) and cromwellt (English, https://tatoeba.org/en/sentences/show/3752931); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
zowel,"both, as well as",B1,conjunction,Relationships and connections,"Ze is heel bekend, zowel in India als in China.",She is well known in both India and China.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/zowel#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/1231895) and Zifre (English, https://tatoeba.org/en/sentences/show/310528); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
acceptatie,acceptance,B1,noun,Relationships and feelings,Acceptatie van verschillen maakt samenleven gemakkelijker.,Accepting differences makes living together easier.,,B1;production,de,acceptaties,acceptatietje,,,,,,,,false
afscheid,farewell; parting,B1,noun,Relationships and feelings,We namen op het station afscheid van elkaar.,We said goodbye to each other at the station.,No usual plural in this sense.,B1;production,het,,,,,,,,,,false
afspraakje,date; informal meeting,B1,noun,Relationships and feelings,Ze heeft vanavond een afspraakje met iemand uit haar buurt.,She has a date tonight with someone from her neighbourhood.,"Lexicalized diminutive: a romantic date, distinct from an ordinary appointment.",B1;production,het,afspraakjes,,,,,,,,,false
afwisseling,variety; change,B1,noun,Relationships and feelings,Ik hou van afwisseling in mijn dagelijks leven.,I like variety in my daily life.,,B1;production,de,afwisselingen,afwisselingetje,,,,,,,,false
angst,fear,B1,noun,Relationships and feelings,Zijn angst voor honden is minder geworden.,His fear of dogs has decreased.,,B1;production,de,angsten,angstje,,,,,,,,false
argument,argument; reason,B1,noun,Relationships and feelings,Zij gaf een goed argument voor haar keuze.,She gave a good reason for her choice.,,B1;production,het,argumenten,argumentje,,,,,,,,false
behoefte,need,B1,noun,Relationships and feelings,Na een drukke dag heb ik behoefte aan rust.,"After a busy day, I need some peace and quiet.",,B1;production,de,behoeftes / behoeften,behoeftetje,,,,,,,,false
belangstelling,interest,B1,noun,Relationships and feelings,Hij toont veel belangstelling voor het leven van anderen.,He shows a lot of interest in other people's lives.,,B1;production,de,belangstellingen,,,,,,,,,false
beleefdheid,politeness,B1,noun,Relationships and feelings,Uit beleefdheid bleef ze nog even luisteren.,She stayed and listened a little longer out of politeness.,,B1;production,de,beleefdheden,beleefdheidje,,,,,,,,false
beleving,experience; perception,B1,noun,Relationships and feelings,Dezelfde gebeurtenis kan voor iedereen een andere beleving zijn.,The same event can be a different experience for everyone.,,B1;production,de,belevingen,belevinkje,,,,,,,,false
belofte,promise,B1,noun,Relationships and feelings,Een belofte moet je proberen na te komen.,You should try to keep a promise.,,B1;production,de,beloften / beloftes,beloftetje,,,,,,,,false
beperking,limitation; disability,B1,noun,Relationships and feelings,Zijn beperking weerhoudt hem er niet van om te sporten.,His disability does not prevent him from playing sports.,,B1;production,de,beperkingen,beperkinkje,,,,,,,,false
bewondering,admiration,B1,noun,Relationships and feelings,Ik heb veel bewondering voor haar geduld.,I greatly admire her patience.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
bezorgdheid,concern; worry,B1,noun,Relationships and feelings,Ik begrijp je bezorgdheid over de verhuizing.,I understand your concerns about the move.,,B1;production,de,bezorgdheden,bezorgdheidje,,,,,,,,false
blijdschap,joy; happiness,B1,noun,Relationships and feelings,Haar blijdschap was duidelijk op haar gezicht te zien.,Her happiness was clearly visible on her face.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
boosheid,anger,B1,noun,Relationships and feelings,Na een wandeling was zijn boosheid verdwenen.,"After a walk, his anger had disappeared.",No usual plural in this sense.,B1;production,de,,,,,,,,,,false
conflict,conflict,B1,noun,Relationships and feelings,We hebben het conflict rustig uitgepraat.,We talked through the conflict calmly.,,B1;production,het,conflicten,conflictje,,,,,,,,false
contact,contact,B1,noun,Relationships and feelings,Na de cursus hielden we contact met elkaar.,We stayed in touch after the course.,,B1;production,het,contacten,contactje,,,,,,,,false
depressie,depression,B1,noun,Relationships and feelings,Tijdens haar depressie kreeg ze steun van vrienden.,"During her depression, she received support from friends.",,B1;production,de,depressies,depressietje,,,,,,,,false
eenzaamheid,loneliness,B1,noun,Relationships and feelings,Regelmatig bezoek kan eenzaamheid verminderen.,Regular visits can reduce loneliness.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
eer,honour,B1,noun,Relationships and feelings,Het is een eer om hier te mogen spreken.,It is an honour to be allowed to speak here.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
eerlijkheid,honesty,B1,noun,Relationships and feelings,In een vriendschap vind ik eerlijkheid belangrijk.,I consider honesty important in a friendship.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
emotie,emotion,B1,noun,Relationships and feelings,Muziek kan een sterke emotie oproepen.,Music can evoke a strong emotion.,,B1;production,de,emoties,emotietje,,,,,,,,false
enthousiasme,enthusiasm,B1,noun,Relationships and feelings,Haar enthousiasme werkte aanstekelijk.,Her enthusiasm was infectious.,No usual plural in this sense.,B1;production,het,,,,,,,,,,false
ergernis,annoyance,B1,noun,Relationships and feelings,Het harde geluid was een bron van ergernis.,The loud noise was a source of annoyance.,,B1;production,de,ergernissen,ergernisje,,,,,,,,false
erkenning,recognition,B1,noun,Relationships and feelings,Hij zocht erkenning voor het werk dat hij had gedaan.,He sought recognition for the work he had done.,,B1;production,de,erkenningen,erkenninkje,,,,,,,,false
gastvrijheid,hospitality,B1,noun,Relationships and feelings,We waardeerden de gastvrijheid van onze buren.,We appreciated our neighbours' hospitality.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
geduld,patience,B1,noun,Relationships and feelings,Een kind iets uitleggen vraagt soms veel geduld.,Explaining something to a child sometimes requires a lot of patience.,No usual plural in this sense.,B1;production,het,,,,,,,,,,false
geloof,belief; faith,B1,noun,Relationships and feelings,Haar geloof geeft haar steun in moeilijke tijden.,Her faith supports her in difficult times.,,B1;production,het,geloven,geloofje,,,,,,,,false
geluk,happiness; luck,B1,noun,Relationships and feelings,Tot mijn geluk had iemand mijn tas gevonden.,"Fortunately for me, someone had found my bag.",,B1;production,het,gelukken,gelukje,,,,,,,,false
gevoel,feeling,B1,noun,Relationships and feelings,Ik had het gevoel dat er iets niet klopte.,I had the feeling that something was wrong.,,B1;production,het,gevoelens / gevoelen,,,,,,,,,false
gewoonte,habit; custom,B1,noun,Relationships and feelings,Even wandelen na het eten is een goede gewoonte.,Taking a short walk after a meal is a good habit.,,B1;production,de,gewoonten / gewoontes,gewoontetje,,,,,,,,false
gezelligheid,conviviality; a warm social atmosphere,B1,noun,Relationships and feelings,Voor de gezelligheid drinken we samen koffie.,We have coffee together for the pleasure of each other's company.,,B1;production,de,gezelligheden,gezelligheidje,,,,,,,,false
gezelschap,company; companionship,B1,noun,Relationships and feelings,Mijn tante geniet van het gezelschap van haar kleinkinderen.,My aunt enjoys the company of her grandchildren.,,B1;production,het,gezelschappen,gezelschapje,,,,,,,,false
grap,joke,B1,noun,Relationships and feelings,Die grap maakte de sfeer meteen wat ontspannener.,That joke immediately made the atmosphere more relaxed.,,B1;production,de,grappen,grapje,,,,,,,,false
haast,hurry,B1,noun,Relationships and feelings,Door de haast vergat ik mijn sleutels.,I forgot my keys because I was in a hurry.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
heimwee,homesickness,B1,noun,Relationships and feelings,In het begin had ik veel last van heimwee.,"At first, I suffered badly from homesickness.",,B1;production,het,heimweeën,heimweetje,,,,,,,,false
hoop,hope,B1,noun,Relationships and feelings,Ik heb goede hoop dat we een oplossing vinden.,I am hopeful that we will find a solution.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
humor,humour,B1,noun,Relationships and feelings,We hebben ongeveer hetzelfde gevoel voor humor.,We have roughly the same sense of humour.,,B1;production,de,humoren / humores,,,,,,,,,false
huwelijk,marriage,B1,noun,Relationships and feelings,Hun huwelijk duurt al meer dan dertig jaar.,They have been married for more than thirty years.,,B1;production,het,huwelijken,huwelijkje,,,,,,,,false
identiteit,identity,B1,noun,Relationships and feelings,Taal is een belangrijk onderdeel van mijn identiteit.,Language is an important part of my identity.,,B1;production,de,identiteiten,,,,,,,,,false
inzicht,insight,B1,noun,Relationships and feelings,Het gesprek gaf me meer inzicht in haar situatie.,The conversation gave me greater insight into her situation.,,B1;production,het,inzichten,inzichtje,,,,,,,,false
irritatie,irritation,B1,noun,Relationships and feelings,Kleine misverstanden kunnen veel irritatie veroorzaken.,Small misunderstandings can cause a lot of irritation.,,B1;production,de,irritaties,irritatietje,,,,,,,,false
jaloezie,jealousy,B1,noun,Relationships and feelings,Hij probeerde eerlijk over zijn jaloezie te praten.,He tried to talk honestly about his jealousy.,,B1;production,de,jaloezieën,jaloezietje,,,,,,,,false
jeugd,childhood; youth,B1,noun,Relationships and feelings,Zij bracht haar jeugd door in een klein dorp.,She spent her childhood in a small village.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
karakter,character; personality,B1,noun,Relationships and feelings,"We verschillen van karakter, maar kunnen goed samenwerken.","We have different personalities, but we work well together.",,B1;production,het,karakters,karaktertje,,,,,,,,false
liefde,love,B1,noun,Relationships and feelings,Zijn liefde voor muziek ontstond al op jonge leeftijd.,His love of music began at a young age.,,B1;production,de,liefdes / liefden,,,,,,,,,false
medeleven,sympathy; compassion,B1,noun,Relationships and feelings,We betuigden ons medeleven aan de familie.,We expressed our sympathy to the family.,No usual plural in this sense.,B1;production,het,,,,,,,,,,false
moed,courage,B1,noun,Relationships and feelings,Het vraagt moed om toe te geven dat je hulp nodig hebt.,It takes courage to admit that you need help.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
motivatie,motivation,B1,noun,Relationships and feelings,Mijn motivatie om Nederlands te leren blijft groot.,I remain strongly motivated to learn Dutch.,,B1;production,de,motivaties,motivatietje,,,,,,,,false
nadeel,disadvantage,B1,noun,Relationships and feelings,Een nadeel van verhuizen is dat je je vrienden minder ziet.,One disadvantage of moving is that you see your friends less often.,,B1;production,het,nadelen,nadeeltje,,,,,,,,false
omgang,interaction; dealings,B1,noun,Relationships and feelings,In de omgang met klanten is hij altijd vriendelijk.,He is always friendly when dealing with customers.,,B1;production,de,omgangen,omgangetje,,,,,,,,false
onbegrip,lack of understanding,B1,noun,Relationships and feelings,Haar besluit leidde tot onbegrip bij sommige vrienden.,Her decision was met with a lack of understanding by some friends.,,B1;production,het,onbegrippen,onbegripje,,,,,,,,false
ongeduld,impatience,B1,noun,Relationships and feelings,Ik kon mijn ongeduld tijdens het wachten moeilijk verbergen.,I found it difficult to hide my impatience while waiting.,No usual plural in this sense.,B1;production,het,,ongeduldje,,,,,,,,false
ongemak,discomfort; inconvenience,B1,noun,Relationships and feelings,Sorry voor het ongemak dat de wijziging veroorzaakt.,Sorry for the inconvenience caused by the change.,,B1;production,het,ongemakken,ongemakje,,,,,,,,false
onrust,unrest; unease,B1,noun,Relationships and feelings,De onduidelijke informatie zorgde voor onrust.,The unclear information caused unease.,,B1;production,de,onrusten,onrustje,,,,,,,,false
onzekerheid,uncertainty; insecurity,B1,noun,Relationships and feelings,Een duidelijk antwoord zou veel onzekerheid wegnemen.,A clear answer would remove much of the uncertainty.,,B1;production,de,onzekerheden,onzekerheidje,,,,,,,,false
opluchting,relief,B1,noun,Relationships and feelings,Het was een opluchting toen ik hoorde dat alles goed was.,It was a relief when I heard that everything was all right.,,B1;production,de,opluchtingen,opluchtingetje,,,,,,,,false
opvoeding,upbringing,B1,noun,Relationships and feelings,Respect voor anderen was belangrijk in mijn opvoeding.,Respect for others was important in my upbringing.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
overtuiging,conviction; belief,B1,noun,Relationships and feelings,Zij sprak met overtuiging over haar plannen.,She spoke with conviction about her plans.,,B1;production,de,overtuigingen,overtuiginkje,,,,,,,,false
persoonlijkheid,personality,B1,noun,Relationships and feelings,Haar warme persoonlijkheid maakt het gesprek gemakkelijk.,Her warm personality makes conversation easy.,,B1;production,de,persoonlijkheden,persoonlijkheidje,,,,,,,,false
plezier,pleasure; enjoyment,B1,noun,Relationships and feelings,Ik beleef veel plezier aan het leren van talen.,I get a lot of enjoyment from learning languages.,No usual plural in this sense.,B1;production,het,,pleziertje,,,,,,,,false
respect,respect,B1,noun,Relationships and feelings,"Ook als we het oneens zijn, behandelen we elkaar met respect.","Even when we disagree, we treat each other with respect.",No usual plural in this sense.,B1;production,het,,,,,,,,,,false
rust,rest; calm,B1,noun,Relationships and feelings,Na de vergadering had ik even rust nodig.,"After the meeting, I needed a moment of peace.",,B1;production,de,rusten,,,,,,,,,false
schaamte,shame; embarrassment,B1,noun,Relationships and feelings,Uit schaamte vertelde hij niemand over zijn fout.,He told nobody about his mistake because he was ashamed.,,B1;production,de,schaamten / schaamtes,schaamtetje,,,,,,,,false
schuld,guilt; blame; debt,B1,noun,Relationships and feelings,Het ongeluk was niet jouw schuld.,The accident was not your fault.,,B1;production,de,schulden,schuldje,,,,,,,,false
sfeer,atmosphere,B1,noun,Relationships and feelings,Er hing een ontspannen sfeer in het café.,There was a relaxed atmosphere in the café.,,B1;production,de,sferen,sfeertje,,,,,,,,false
spanning,tension; suspense,B1,noun,Relationships and feelings,Voor het examen voelde ik veel spanning.,I felt very tense before the exam.,,B1;production,de,spanningen,spanninkje,,,,,,,,false
spijt,regret,B1,noun,Relationships and feelings,Ik heb spijt van wat ik gisteren zei.,I regret what I said yesterday.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
stress,stress,B1,noun,Relationships and feelings,Te weinig slaap kan stress verergeren.,Too little sleep can make stress worse.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
teleurstelling,disappointment,B1,noun,Relationships and feelings,Na de teleurstelling probeerde hij het opnieuw.,"After the disappointment, he tried again.",,B1;production,de,teleurstellingen,teleurstellinkje,,,,,,,,false
tevredenheid,satisfaction,B1,noun,Relationships and feelings,We meten de tevredenheid van onze klanten.,We measure our customers' satisfaction.,,B1;production,de,tevredenheden,,,,,,,,,false
troost,comfort; consolation,B1,noun,Relationships and feelings,Het bezoek van zijn vrienden bood hem troost.,His friends' visit gave him comfort.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
twijfel,doubt,B1,noun,Relationships and feelings,Ik heb nog enige twijfel over die beslissing.,I still have some doubts about that decision.,,B1;production,de,twijfels,twijfeltje,,,,,,,,false
verbazing,surprise; amazement,B1,noun,Relationships and feelings,Tot mijn verbazing kende hij mijn naam nog.,"To my surprise, he still remembered my name.",No usual plural in this sense.,B1;production,de,,,,,,,,,,false
verdriet,sadness; grief,B1,noun,Relationships and feelings,Ze vond het moeilijk om over haar verdriet te praten.,She found it difficult to talk about her grief.,,B1;production,het,verdrieten,verdrietje,,,,,,,,false
verlegenheid,shyness; embarrassment,B1,noun,Relationships and feelings,Door haar verlegenheid zegt ze weinig in grote groepen.,"Because of her shyness, she says little in large groups.",,B1;production,de,verlegenheden,verlegenheidje,,,,,,,,false
verlichting,relief; lighting,B1,noun,Relationships and feelings,Het goede nieuws bracht eindelijk wat verlichting.,The good news finally brought some relief.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
verrassing,surprise,B1,noun,Relationships and feelings,Het bezoek van mijn broer was een leuke verrassing.,My brother's visit was a pleasant surprise.,,B1;production,de,verrassingen,verrassinkje,,,,,,,,false
verwarring,confusion,B1,noun,Relationships and feelings,Twee verschillende adressen zorgden voor verwarring.,Two different addresses caused confusion.,,B1;production,de,verwarringen,verwarrinkje,,,,,,,,false
waardering,appreciation,B1,noun,Relationships and feelings,Met een kaartje liet ze haar waardering blijken.,She showed her appreciation with a card.,,B1;production,de,waarderingen,waarderinkje,,,,,,,,false
wantrouwen,distrust,B1,noun,Relationships and feelings,Gebrek aan informatie kan wantrouwen veroorzaken.,A lack of information can cause distrust.,No usual plural in this sense.,B1;production,het,,,,,,,,,,false
wens,wish,B1,noun,Relationships and feelings,Mijn grootste wens is om mijn familie vaker te zien.,My greatest wish is to see my family more often.,,B1;production,de,wensen,wensje,,,,,,,,false
woede,rage; anger,B1,noun,Relationships and feelings,Hij liep even weg om zijn woede te laten zakken.,He walked away for a moment to let his anger subside.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
zekerheid,certainty; security,B1,noun,Relationships and feelings,Ik wil graag zekerheid over mijn werktijden.,I would like certainty about my working hours.,,B1;production,de,zekerheden,zekerheidje,,,,,,,,false
zorgzaamheid,caring nature; thoughtfulness,B1,noun,Relationships and feelings,Zijn zorgzaamheid betekent veel voor zijn vrienden.,His thoughtfulness means a lot to his friends.,Usually uncountable.,B1;production,de,,,,,,,,,,false
creëren,"to create, make, put into existence",B1,verb,Society and public life,"Wij, de mensen die IJsland bewonen, willen een rechtvaardige samenleving creëren waarin iedereen gelijke kansen heeft.","We, the people who inhabit Iceland, wish to create a just society where every person has equal opportunity.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/cre%C3%ABren#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7460419) and AqQoyriq_1 (English, https://tatoeba.org/en/sentences/show/7460407); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,gecreëerd,,,,false
stemmen,to vote,B1,verb,Society and public life,Je moet je hier permanent vestigen voor je mag stemmen.,You'll have to establish residence here before you can vote.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/stemmen#Dutch. Example: Citrine (Dutch, https://tatoeba.org/en/sentences/show/3039366) and sharptoothed (English, https://tatoeba.org/en/sentences/show/2958834); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,gestemd,,,,false
verkiezing,election,B1,noun,Society and public life,Deze verkiezing is belangrijk voor de toekomst van dit land.,This election is important for the future of this country.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verkiezing#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8149087) and Hybrid (English, https://tatoeba.org/en/sentences/show/5364957); CC BY 2.0 FR.",B1;production,de,verkiezingen,verkiezinkje,,,,,,,,false
versnellen,"to speed up, to accelerate",B1,verb,Society and public life,Het beleid zal inflatie alleen maar versnellen.,The policy will only accelerate inflation.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/versnellen#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/5802657) and orcrist (English, https://tatoeba.org/en/sentences/show/45958); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,versneld,,,,false
