dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
thriller,thriller,B2,noun,"People, objects and abstract concepts",Ik kijk liever naar een spannende thriller.,I would rather watch an exciting thriller.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/thriller#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/7992691) and megamanenm (English, https://tatoeba.org/en/sentences/show/9131559); CC BY 2.0 FR.",B2;production,de,thrillers,thrillertje,,,,,,,,false
thuisland,homeland,B2,noun,"People, objects and abstract concepts",Venezuela is mijn tweede thuisland.,Venezuela is my second homeland.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/thuisland#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/12989155) and rul (English, https://tatoeba.org/en/sentences/show/12960147); CC BY 2.0 FR.",B2;production,het,thuislanden,thuislandje,,,,,,,,false
ticket,ticket or voucher,B2,noun,"People, objects and abstract concepts",Kan je ook voor Tom aan een ticket geraken?,"Can you get a ticket for Tom, too?","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/ticket#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/6111098) and CK (English, https://tatoeba.org/en/sentences/show/5937427); CC BY 2.0 FR.",B2;production,het,tickets,ticketje,,,,,,,,false
tijdlijn,timeline,B2,noun,"People, objects and abstract concepts",Sami kan zich de tijdlijn niet herinneren.,Sami can't remember the timeline.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/tijdlijn#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/8738831) and OsoHombre (English, https://tatoeba.org/en/sentences/show/7253662); CC BY 2.0 FR.",B2;production,de,tijdlijnen,tijdlijntje,,,,,,,,false
tijdstip,"moment in time, point in time, time of day",B2,noun,"People, objects and abstract concepts",Waar kan je rond dit tijdstip iets te eten kopen?,Where can you buy something to eat at this time of day?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/tijdstip#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/11061069) and sundown (English, https://tatoeba.org/en/sentences/show/8893084); CC BY 2.0 FR.",B2;production,het,tijdstippen,tijdstipje,,,,,,,,false
tijger,tiger,B2,noun,"People, objects and abstract concepts",Tom kent het verschil niet tussen een tijger en een leeuw.,Tom does not know the difference between a tiger and a lion.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/tijger#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/6792774) and SunnyMoon (English, https://tatoeba.org/en/sentences/show/11163032); CC BY 2.0 FR.",B2;production,de,tijgers,tijgertje,,,,,,,,false
timing,timing,B2,noun,"People, objects and abstract concepts",De timing is perfect.,The timing is perfect.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/timing#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8281251) and CK (English, https://tatoeba.org/en/sentences/show/4501375); CC BY 2.0 FR.",B2;production,de,timings,,,,,,,,,false
timmerman,male carpenter,B2,noun,"People, objects and abstract concepts",Tom is een goede timmerman.,Tom is a good carpenter.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/timmerman#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7047513) and CK (English, https://tatoeba.org/en/sentences/show/3921526); CC BY 2.0 FR.",B2;production,de,timmermannen / timmerlieden,timmermannetje,,,,,,,,false
toetje,"dessert, afters",B2,noun,"People, objects and abstract concepts",Heb je Tom gevraagd om een toetje mee te nemen?,Did you ask Tom to bring a dessert?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/toetje#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/9314686) and CK (English, https://tatoeba.org/en/sentences/show/9314648); CC BY 2.0 FR.",B2;production,het,toetjes,,,,,,,,,false
tol,"toll, customs",B2,noun,"People, objects and abstract concepts",Kamlesh' productieve drugsgebruik begon uiteindelijk zijn tol te eisen met betrekking tot zijn gezondheid.,Kamlesh's prolific drug abuse was finally starting to take its toll on his health.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/tol#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/13624603) and sabretou (English, https://tatoeba.org/en/sentences/show/8681121); CC BY 2.0 FR.",B2;production,de,tollen,,,,,,,,,false
tolerantie,tolerance,B2,noun,"People, objects and abstract concepts",De Koran leert geen religieuze tolerantie.,The Qur'an doesn't teach religious tolerance.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/tolerantie#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/13613482) and Ooneykcall (English, https://tatoeba.org/en/sentences/show/13610848); CC BY 2.0 FR.",B2;production,de,toleranties,tolerantietje,,,,,,,,false
toneel,"stage, scene, place for a performance in front of an assembled audience",B2,noun,"People, objects and abstract concepts",De actrice viel achteruit van het toneel.,The actress fell backwards from the stage.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/toneel#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8059480) and danieljtah (English, https://tatoeba.org/en/sentences/show/3214233); CC BY 2.0 FR.",B2;production,het,tonelen,toneeltje,,,,,,,,false
toneelstuk,play,B2,noun,"People, objects and abstract concepts",Ik huil altijd als ik dit toneelstuk zie.,I always cry whenever I see this play.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/toneelstuk#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/10041797) and megamanenm (English, https://tatoeba.org/en/sentences/show/10221475); CC BY 2.0 FR.",B2;production,het,toneelstukken,toneelstukje,,,,,,,,false
tong,tongue,B2,noun,"People, objects and abstract concepts",Ik had het woord op de tip van mijn tong.,I had the word on the tip of my tongue.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/tong#Dutch. Example: SunnyMoon (Dutch, https://tatoeba.org/en/sentences/show/11147009) and freddy1 (English, https://tatoeba.org/en/sentences/show/2129937); CC BY 2.0 FR.",B2;production,de,tongen,tongetje,,,,,,,,false
touw,rope,B2,noun,"People, objects and abstract concepts","Wat je ook doet, trek niet aan deze touw.","No matter what you do, don't pull this rope.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/touw#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/12334043) and CK (English, https://tatoeba.org/en/sentences/show/3821084); CC BY 2.0 FR.",B2;production,het,touwen,touwtje,,,,,,,,false
tragedie,tragedy,B2,noun,"People, objects and abstract concepts",Met gezond verstand hadden we deze tragedie kunnen voorkomen.,We could've avoided this tragedy by using common sense.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/tragedie#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/11018536) and megamanenm (English, https://tatoeba.org/en/sentences/show/11018535); CC BY 2.0 FR.",B2;production,de,tragediën / tragedies,tragedietje,,,,,,,,false
transactie,transaction,B2,noun,"People, objects and abstract concepts",Ik moet deze transactie binnen een week afronden.,I need to complete this transaction within one week.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/transactie#Dutch. Example: Slam4 (Dutch, https://tatoeba.org/en/sentences/show/11907729) and speedwell (English, https://tatoeba.org/en/sentences/show/3678980); CC BY 2.0 FR.",B2;production,de,transacties,transactietje,,,,,,,,false
transformatie,transformation,B2,noun,"People, objects and abstract concepts",De transformatie was begonnen.,The transformation had begun.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/transformatie#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/10021083) and CM (English, https://tatoeba.org/en/sentences/show/5734782); CC BY 2.0 FR.",B2;production,de,transformaties,transformatietje,,,,,,,,false
trek,appetite,B2,noun,"People, objects and abstract concepts",Dankzij u heb ik geen trek meer.,Thanks to you I've lost my appetite.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/trek#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7682519) and CM (English, https://tatoeba.org/en/sentences/show/1679); CC BY 2.0 FR.",B2;production,de,trekken,trekje,,,,,,,,false
trekker,trigger,B2,noun,"People, objects and abstract concepts",Tom deed zijn ogen dicht en haalde de trekker over.,Tom closed his eyes and pulled the trigger.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/trekker#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/12330218) and CK (English, https://tatoeba.org/en/sentences/show/9471780); CC BY 2.0 FR.",B2;production,de,trekkers,trekkertje,,,,,,,,false
troep,"mess, disorder",B2,noun,"People, objects and abstract concepts",Mijn buikgevoel zegt dat Tom niet verantwoordlijk is voor deze troep.,My gut-feeling is that Tom isn't the one responsible for this mess.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/troep#Dutch. Example: SunnyMoon (Dutch, https://tatoeba.org/en/sentences/show/11146585) and CK (English, https://tatoeba.org/en/sentences/show/9188440); CC BY 2.0 FR.",B2;production,de,troepen,troepje,,,,,,,,false
trofee,trophy,B2,noun,"People, objects and abstract concepts",Trots liet hij zijn trofee op de plank zien.,He proudly displayed his trophy on the shelf.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/trofee#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/12496528) and Lumi (English, https://tatoeba.org/en/sentences/show/12483986); CC BY 2.0 FR.",B2;production,de,trofeeën,trofeetje,,,,,,,,false
troon,throne,B2,noun,"People, objects and abstract concepts",Allah is in de hemel boven Zijn troon.,Allah is in heaven above His throne.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/troon#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/12343519) and Amastan (English, https://tatoeba.org/en/sentences/show/8247613); CC BY 2.0 FR.",B2;production,de,tronen,troontje,,,,,,,,false
truc,trick,B2,noun,"People, objects and abstract concepts",Deze oude truc werkt nog steeds.,This old trick still works.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/truc#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/4538110) and Hybrid (English, https://tatoeba.org/en/sentences/show/4538104); CC BY 2.0 FR.",B2;production,de,trucs / truken,trucje,,,,,,,,false
tunnel,tunnel,B2,noun,"People, objects and abstract concepts",Ik zag een licht aan het einde van de tunnel.,I saw a light at the end of the tunnel.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/tunnel#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/3685682) and Hybrid (English, https://tatoeba.org/en/sentences/show/3682861); CC BY 2.0 FR.",B2;production,de,tunnels,tunneltje,,,,,,,,false
type,"type: a class, someone or something from a class. The diminutive is used when made into a caricature",B2,noun,"People, objects and abstract concepts",Ik ben niet het type dat zich in gevechten mengt.,I'm not the type to get into fights.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/type#Dutch. Example: SunnyMoon (Dutch, https://tatoeba.org/en/sentences/show/11213330) and felidad (English, https://tatoeba.org/en/sentences/show/10611009); CC BY 2.0 FR.",B2;production,het,types / typen,typetje,,,,,,,,false
uil,"owl, bird of the order Strigiformes",B2,noun,"People, objects and abstract concepts",De uil is een roofvogel.,The owl is a bird of prey.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/uil#Dutch. Example: Adelpa (Dutch, https://tatoeba.org/en/sentences/show/11916694) and Adelpa (English, https://tatoeba.org/en/sentences/show/11918655); CC BY 2.0 FR.",B2;production,de,uilen,uiltje,,,,,,,,false
uitbarsting,"eruption, outburst",B2,noun,"People, objects and abstract concepts",De uitbarsting van de vulkaan Vesuvius verwoestte de stad Pompeï.,The eruption of the volcano Vesuvius destroyed the city of Pompeii.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/uitbarsting#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7899085) and Objectivesea (English, https://tatoeba.org/en/sentences/show/4878602); CC BY 2.0 FR.",B2;production,de,uitbarstingen,uitbarstinkje,,,,,,,,false
uitbraak,"outbreak, esp. of diseases",B2,noun,"People, objects and abstract concepts",De virale uitbraak deed zich voor in de noordelijke sector.,The viral outbreak occurred in the northern sector.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/uitbraak#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/9033944) and Eccles17 (English, https://tatoeba.org/en/sentences/show/5790030); CC BY 2.0 FR.",B2;production,de,uitbraken,uitbraakje,,,,,,,,false
uitdrukking,"expression, saying, idiom",B2,noun,"People, objects and abstract concepts",Het is een uitdrukking. Je hoeft de letterlijke betekenis ervan niet te begrijpen.,It's an idiom. You don't have to understand its literal meaning.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/uitdrukking#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/12316652) and Shishir (English, https://tatoeba.org/en/sentences/show/2613054); CC BY 2.0 FR.",B2;production,de,uitdrukkingen,uitdrukkinkje,,,,,,,,false
uitgangspunt,"point of departure, starting point",B2,noun,"People, objects and abstract concepts",Het uitgangspunt van deze discussie is dat iedereen gelijk is.,The starting point of this discussion is that everyone is equal.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/uitgangspunt#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,het,uitgangspunten,uitgangspuntje,,,,,,,,false
uiting,"expression, utterance",B2,noun,"People, objects and abstract concepts",Haar lach is een authentieke uiting van levensvreugde.,Her laughter is an authentic expression of the joy of living.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/uiting#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/9623494) and carlosalberto (English, https://tatoeba.org/en/sentences/show/6165212); CC BY 2.0 FR.",B2;production,de,uitingen,uitinkje,,,,,,,,false
uitkering,"benefit, subsidy",B2,noun,"People, objects and abstract concepts",Deze uitkering is van onschatbare waarde.,This benefit is invaluable.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/uitkering#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/12963262) and Amastan (English, https://tatoeba.org/en/sentences/show/11950717); CC BY 2.0 FR.",B2;production,de,uitkeringen,uitkerinkje,,,,,,,,false
uitkomst,"outcome, a result",B2,noun,"People, objects and abstract concepts","De commissie deed wel onderzoek naar de zaak, maar hield de uitkomst geheim.","The committee did investigate the matter, but kept the outcome a secret.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/uitkomst#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,uitkomsten,,,,,,,,,false
uitvinding,invention,B2,noun,"People, objects and abstract concepts",De uitvinding van de transistor luidde een nieuw tijdperk in.,The invention of the transistor marked a new era.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/uitvinding#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/4705703) and CM (English, https://tatoeba.org/en/sentences/show/36922); CC BY 2.0 FR.",B2;production,de,uitvindingen,uitvindinkje,,,,,,,,false
uitwerking,"effect, consequence",B2,noun,"People, objects and abstract concepts",De uitwerking op het lichaam is volgens hem in beide gevallen ongeveer hetzelfde.,"According to him, the effect on the body is about the same in both cases.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/uitwerking#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,uitwerkingen,,,,,,,,,false
unie,union,B2,noun,"People, objects and abstract concepts",Algerije is een zeer belangrijk partnerland voor de Europese Unie.,Algeria is a very important partner country for the European Union.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/unie#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7730641) and ryanwhiting (English, https://tatoeba.org/en/sentences/show/1852518); CC BY 2.0 FR.",B2;production,de,unies,unietje,,,,,,,,false
universum,universe,B2,noun,"People, objects and abstract concepts",Elke geurende bloem vertelt ons de geheimen van het universum.,Each fragrant flower is telling us the secrets of the Universe.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/universum#Dutch. Example: Mandalay (Dutch, https://tatoeba.org/en/sentences/show/6122279) and carlosalberto (English, https://tatoeba.org/en/sentences/show/6122809); CC BY 2.0 FR.",B2;production,het,universa / universums,universumpje,,,,,,,,false
vaart,"voyage, navigation",B2,noun,"People, objects and abstract concepts",De Titanic zonk tijdens haar eerste vaart. Ze was een groot schip.,The Titanic sank on her maiden voyage. She was a large ship.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vaart#Dutch. Example: Citrine (Dutch, https://tatoeba.org/en/sentences/show/1386626) and CM (English, https://tatoeba.org/en/sentences/show/881432); CC BY 2.0 FR.",B2;production,de,vaarten,vaartje,,,,,,,,false
vaccin,vaccine,B2,noun,"People, objects and abstract concepts",Mennad weet niet wat de bijwerkingen van het vaccin zijn.,Mennad doesn't know what the side effects of the vaccine are.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vaccin#Dutch. Example: purple_ice (Dutch, https://tatoeba.org/en/sentences/show/12094427) and OsoHombre (English, https://tatoeba.org/en/sentences/show/8052587); CC BY 2.0 FR.",B2;production,het,vaccins,vaccintje,,,,,,,,false
val,fall,B2,noun,"People, objects and abstract concepts",De olie maakte de vloer glad en veroorzaakte zijn plotse val.,The oil made the floor slippery and caused his sudden fall.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/val#Dutch. Example: GrizaLeono (Dutch, https://tatoeba.org/en/sentences/show/609489) and Ignoto (English, https://tatoeba.org/en/sentences/show/1181517); CC BY 2.0 FR.",B2;production,de,vallen,valletje,,,,,,,,false
valk,"falcon, bird of the family Falconidae, in particular of the genus Falco",B2,noun,"People, objects and abstract concepts",De valk heeft een perfect zicht.,The falcon has perfect vision.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/valk#Dutch. Example: carlosalberto (Dutch, https://tatoeba.org/en/sentences/show/11524581) and carlosalberto (English, https://tatoeba.org/en/sentences/show/11524538); CC BY 2.0 FR.",B2;production,de,valken,valkje,,,,,,,,false
vallei,valley,B2,noun,"People, objects and abstract concepts",De herder dreef de schapen door de vallei.,The shepherd herded the sheep through the valley.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vallei#Dutch. Example: purple_ice (Dutch, https://tatoeba.org/en/sentences/show/11900291) and Hybrid (English, https://tatoeba.org/en/sentences/show/8733787); CC BY 2.0 FR.",B2;production,de,valleien,valleitje,,,,,,,,false
vasteland,mainland,B2,noun,"People, objects and abstract concepts",Een brug verbindt het eiland met het vasteland.,A bridge connects the island to the mainland.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vasteland#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,het,vastelanden,,,,,,,,,false
veiling,auction,B2,noun,"People, objects and abstract concepts",De veiling eindigt maandag.,The auction ends Monday.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/veiling#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/12968183) and CK (English, https://tatoeba.org/en/sentences/show/4498281); CC BY 2.0 FR.",B2;production,de,veilingen,veilinkje,,,,,,,,false
vel,"skin, a hide",B2,noun,"People, objects and abstract concepts",Ik zit niet zo ontzettend lekker in mijn vel.,I don't feel very comfortable in my own skin.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vel#Dutch. Example: kiryopi (Dutch, https://tatoeba.org/en/sentences/show/12867974) and kiryopi (English, https://tatoeba.org/en/sentences/show/12867980); CC BY 2.0 FR.",B2;production,het,vellen,velletje,,,,,,,,false
venster,window,B2,noun,"People, objects and abstract concepts",Ze leunden uit het venster om de parade te bekijken.,They leant out of the window to watch the parade.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/venster#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/5405619) and sundown (English, https://tatoeba.org/en/sentences/show/11940170); CC BY 2.0 FR.",B2;production,het,vensters,venstertje,,,,,,,,false
vent,"chap, fellow",B2,noun,"People, objects and abstract concepts",Die jonge vent draagt een zwarte sjaal.,That young chap is wearing a black scarf.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vent#Dutch. Example: Tom9358 (Dutch, https://tatoeba.org/en/sentences/show/12898745) and Tom9358 (English, https://tatoeba.org/en/sentences/show/12898748); CC BY 2.0 FR.",B2;production,de,venten,ventje,,,,,,,,false
verbeelding,imagination,B2,noun,"People, objects and abstract concepts",Deze jurk laat weinig aan de verbeelding over.,This dress leaves little to the imagination.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verbeelding#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/5340289) and Hybrid (English, https://tatoeba.org/en/sentences/show/2654464); CC BY 2.0 FR.",B2;production,de,verbeeldingen,,,,,,,,,false
verbintenis,"connection, relationship, particularly in an emotional sense",B2,noun,"People, objects and abstract concepts",Ik voel geen diepe verbintenis met vreemdelingen online.,I feel no deep connection with strangers online.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verbintenis#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,verbintenissen,verbintenisje,,,,,,,,false
verblijfplaats,"residence, place of residence",B2,noun,"People, objects and abstract concepts",Kan je mij een verblijfplaats in Londen aanbevelen?,Can you recommend a place for me to stay in London?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verblijfplaats#Dutch. Example: lonepawn (Dutch, https://tatoeba.org/en/sentences/show/4570200) and CN (English, https://tatoeba.org/en/sentences/show/2157005); CC BY 2.0 FR.",B2;production,de,verblijfplaatsen,verblijfplaatsje,,,,,,,,false
verbond,"alliance, federation",B2,noun,"People, objects and abstract concepts",Duitsland heeft een verbond met Italië gesloten.,Germany made an alliance with Italy.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verbond#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/7835559) and CK (English, https://tatoeba.org/en/sentences/show/38965); CC BY 2.0 FR.",B2;production,het,verbonden,verbondje,,,,,,,,false
verdachte,"defendant, suspect",B2,noun,"People, objects and abstract concepts",De getuigen konden de valse verklaring van de verdachte weerleggen.,The witnesses were able to refute the false testimony of the suspect.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verdachte#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/1106060) and AlanF_US (English, https://tatoeba.org/en/sentences/show/1973); CC BY 2.0 FR.",B2;production,de,verdachten,,,,,,,,,false
verdediging,"defense, defence",B2,noun,"People, objects and abstract concepts",De aanval is de beste verdediging.,The best defense is a good offense.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verdediging#Dutch. Example: vvv123 (Dutch, https://tatoeba.org/en/sentences/show/3535359) and CK (English, https://tatoeba.org/en/sentences/show/3501296); CC BY 2.0 FR.",B2;production,de,verdedigingen,verdediginkje,,,,,,,,false
verdenking,suspicion,B2,noun,"People, objects and abstract concepts",Hij was boven alle verdenking verheven.,He was above all suspicion.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verdenking#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7109238) and Nylez (English, https://tatoeba.org/en/sentences/show/8955401); CC BY 2.0 FR.",B2;production,de,verdenkingen,verdenkinkje,,,,,,,,false
verdrag,treaty,B2,noun,"People, objects and abstract concepts",Het Verdrag van Lissabon wijzigt de samenstelling van de Europese Raad.,The Treaty of Lisbon changes the composition of the European Council.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verdrag#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/10302747) and Miktsoanit (English, https://tatoeba.org/en/sentences/show/12228554); CC BY 2.0 FR.",B2;production,het,verdragen,verdragje,,,,,,,,false
verdwijning,disappearance,B2,noun,"People, objects and abstract concepts",De omstandigheden van deze verdwijning sloegen de bevoegde diensten met verstomming.,The circumstances of this disappearance struck the opposing authorities.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verdwijning#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/1058700) and SunnyMoon (English, https://tatoeba.org/en/sentences/show/11173824); CC BY 2.0 FR.",B2;production,de,verdwijningen,,,,,,,,,false
verf,paint,B2,noun,"People, objects and abstract concepts",De verf droogt veel te snel in de zon.,The paint dries way too quickly in the sun.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verf#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7831079) and Tom9358 (English, https://tatoeba.org/en/sentences/show/12988137); CC BY 2.0 FR.",B2;production,de,verven,,,,,,,,,false
vergissing,mistake,B2,noun,"People, objects and abstract concepts",Ik besefte dat het een vergissing was zodra ik het deed.,I realized it was a mistake as soon as I did it.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vergissing#Dutch. Example: purple_ice (Dutch, https://tatoeba.org/en/sentences/show/11900364) and CK (English, https://tatoeba.org/en/sentences/show/3823477); CC BY 2.0 FR.",B2;production,de,vergissingen,vergissinkje,,,,,,,,false
verhoging,"elevated body temperature, mild fever, febrile hyperthermia",B2,noun,"People, objects and abstract concepts",Je hebt geen verhoging.,You don't have a temperature.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verhoging#Dutch. Example: Dorenda (Dutch, https://tatoeba.org/en/sentences/show/402539) and CK (English, https://tatoeba.org/en/sentences/show/15865); CC BY 2.0 FR.",B2;production,de,verhogingen,verhoginkje,,,,,,,,false
